Name,Date,Ep_Count,Age_Rating,Cast,Network,Genres,Tags,Score
Jang Young Shil,2016,24,Not Yet Rated,"['Song Il Gook', 'Lee Ji Hoon', 'Kim Sang Kyung', 'Kim Yeong Cheol', 'Jung Yoon Suk', 'Park Sun Young']",KBS1,"['Historical', 'Drama']","['King Male Lead', 'Historical Figure', 'Historical Fiction', 'Sejong The Great', 'Royalty', 'Biographical', 'Joseon Dynasty', '(Vote or add tags)']",7.7
Pop Out Boy!,2020,10,15+,"['Kim Do Yeon', 'Kim Min Kyu', 'Choi Hyun Wook', 'Han Ji Hyo', 'Im Bo Ra', 'Kim Hye Sung']",MBC,"['Comedy', 'Romance', 'Drama', 'Fantasy']","['Web Series', 'Student', 'Cohabitation', 'Love Triangle', 'Male Chases Female First', 'Best Friends', 'Sweet Male Lead', 'First Love', 'Adapted From A Webtoon', 'Short Length Series', '(Vote or add tags)']",7.7
Band of Sisters,2017,68,15+,"['Kim Joo Hyun', 'Jang Seo Hee', 'Oh Yoon Ah', 'Kim Da Som', 'Lee Ji Hoon', 'Jo Yoon Woo']",SBS,"['Romance', 'Drama', 'Family', 'Melodrama']","['Female Centered Plot', 'Best Friends', 'Long Lost Child', 'Accident', 'Soap Opera', 'Betrayal', 'Multiple Mains', 'Infidelity', 'Death', 'Revenge', '(Vote or add tags)']",7.7
The Suspicious Housekeeper,2013,20,15+,"['Choi Ji Woo', 'Lee Sung Jae', 'Kim So Hyun', 'Wang Ji Hye', 'Chae Sang Woo', 'Nam  Da Reum']",SBS,"['Mystery', 'Drama', 'Family', 'Melodrama']","['Housekeeper', 'Smart Female Lead', 'Calm Female Lead', 'Badass Female Lead', 'Detective Supporting Character', 'Talented Female Lead', 'Talented Male Lead', 'Dark Fiction', 'Death', 'Character Development', '(Vote or add tags)']",7.7
Scandal,2013,36,15+,"['Kim Jae Won', 'Jo Yoon Hee', 'Jo Jae Hyun', 'Park  Sang Min', 'Ki Tae Young', 'Shin Eun Kyung']",MBC,"['Thriller', 'Romance', 'Drama', 'Melodrama']","['Father-Son Relationship', 'Birth Secret', 'Kidnapping', 'Revenge', 'Suspense', '(Vote or add tags)']",7.7
3 Days,2014,16,Not Yet Rated,"['Park Yoo Chun', 'Son Hyun Joo', 'Park Ha Sun', 'So Yi Hyun', 'Yoon Je Moon', 'Choi Won Young']",SBS,"['Action', 'Thriller', 'Drama']","['Political', 'Bodyguard Male Lead', 'Suspense', '(Vote or add tags)']",7.7
Monthly Magazine Home,2021,16,15+,"['Kim Ji Suk', 'Jung So Min', 'Jung Gun Joo', 'Kim Won Hae', 'Chae Jung An', 'Ahn Chang Hwan']","iQiyi,  jTBC","['Business', 'Comedy', 'Romance', 'Drama']","['Rich Male Lead', 'Hardworking Male Lead', 'Love Triangle', 'Cohabitation', 'Office Romance', 'Rags To Riches', 'Overbearing CEO', 'Poor Female Lead', 'Workplace', 'Boss-Employee Relationship', '(Vote or add tags)']",7.7
Drinking Solo,2016,16,15+,"['Ha Seok Jin', 'Park Ha Sun', 'Hwang Woo Seul Hye', 'Gong Myung', 'Key', 'Kim Won Hae']",tvN,"['Food', 'Comedy', 'Romance']","['Rich Man/Poor Woman', 'Older Woman/Younger Man', 'Love Triangle', 'Professor Female Lead', 'Professor Male Lead', 'Hardship', 'Arrogant Male Lead', 'Popular Male Lead', 'Co-Workers', 'Civil Exam', '(Vote or add tags)']",7.7
Gunman In Joseon,2014,22,15+,"['Lee Joon Gi', 'Nam Sang Mi', 'Han Joo Wan', 'Jeon Hye Bin', 'Yoo Oh Sung', 'Choi Ji Na']",KBS2,"['Action', 'Historical', 'Romance', 'Melodrama']","['Strong Male Lead', 'Joseon Dynasty', 'Gun Fight', 'Smart Female Lead', 'Power Struggle', 'Revenge', 'Hidden Identity', 'Historical Fiction', 'Drama', 'Thriller', '(Vote or add tags)']",7.7
Dr. Frost,2014,10,Not Yet Rated,"['Song Chang Eui', 'Jung Eun Chae', 'Lee Yoon Ji', 'Sung Ji Ru', 'Choi Jung Woo', 'Yoo Geon']",OCN,"['Mystery', 'Psychological', 'Drama', 'Medical']","['Emotional Blunting', 'Eccentric Male Lead', 'Adapted From A Webtoon', 'Disability', 'Cold Male Lead', 'Miniseries', 'Investigation', '(Vote or add tags)']",7.7
Baek Hee Has Returned,2016,4,Not Yet Rated,"['Kang Ye Won', 'Jin  Ji Hee', 'Kim Sung Oh', 'Choi Dae Chul', 'In Gyo Jin', 'Choi Phillip']",KBS2,"['Comedy', 'Romance', 'Drama', 'Family']","['Miniseries', 'Leave Home', 'Single Mother', 'Childhood Sweethearts', 'Long-lost Father', 'Return To Hometown', 'Teenage Pregnancy', 'Martial Arts', '(Vote or add tags)']",7.7
Times,2021,12,15+,"['Lee Seo Jin', 'Lee Joo Young', 'Kim Yeong Cheol', 'Moon Jung Hee', 'Kim In Kwon', 'Moon Ji In']",OCN,"['Thriller', 'Mystery', 'Fantasy', 'Political']","['Time Warp', 'Different Timelines', 'Time Altering', 'Sci-Fi', 'Father-Daughter Relationship', 'Determined Female Lead', 'Hardworking Male Lead', 'Family Relationship', 'Death', 'Investigation', '(Vote or add tags)']",7.7
My Fellow Citizens!,2019,36,15+,"['Choi Si Won', 'Lee Yoo Young', 'Kim Min Jung', 'Tae In Ho', 'Kim Eui Sung', 'Heo Jae Ho']",KBS2,"['Comedy', 'Romance', 'Crime', 'Political']","['Character Development', 'Elections', 'Social Satire', 'Hidden Identity', 'Strong Female Lead', 'Lying', 'Hardworking Female Lead', 'Repentance', 'Second Chance', 'Mad Dog', '(Vote or add tags)']",7.7
Mirror of the Witch,2016,20,15+,"['Yoon Shi Yoon', 'Kim Sae Ron', 'Yeom Jung Ah', 'Lee Sung Jae', 'Kwak Shi Yang', 'Moon Ga Young']",jTBC,"['Historical', 'Romance', 'Medical', 'Fantasy']","['Joseon Dynasty', 'Witch', 'Magic', 'Black Magic', 'Curse', 'Nice Male Lead', 'Revenge', 'Female Antagonist', 'Noble Woman/Common Man', 'Cursed Princess', '(Vote or add tags)']",7.7
High Class,2021,16,15+,"['Cho Yeo Jung', 'Kim Jee Soo', 'Park Se Jin', 'Ha Joon', 'Gong Hyun Joo', 'Lee Ka Eun']",tvN,"['Thriller', 'Mystery', 'Drama']","['Female Centered Plot', 'Rich Female Lead', 'Lying', 'Murder', 'Death', 'High Class Society', 'Secret', 'Female Rivalry', 'Deception', 'Multiple Mains', '(Vote or add tags)']",7.7
Homemade Love Story,2020,100,15+,"['Jin Ki Joo', 'Lee Jang Woo', 'Jeon In Hwa', 'Jeong Bo Seok', 'Hwang Shin Hye', 'Jin Kyung']",KBS2,"['Comedy', 'Romance', 'Drama', 'Family']","['Family Relationship', 'Multiple Mains', 'Interior Decorator', 'Adopted Child', 'Family Conflict', 'Dream', 'Multiple Couples', 'Brother-Sister Relationship', 'Hot-tempered Female Lead', 'Mother-Daughter Relationship', '(Vote or add tags)']",7.7
Secret Door,2014,24,15+,"['Han Seok Kyu', 'Lee Je Hoon', 'Yoon So Hee', 'Kim Yoo Jung', 'Kim Min Jong', 'Park Eun Bin']",SBS,"['Historical', 'Mystery', 'Drama', 'Political']","['Prince Sado', 'Strong Male Lead', 'Father-Son Relationship', 'Corruption', 'Selfless Male Lead', 'Righteous Male Lead', 'Wrongfully Accused', 'Strong Female Lead', 'Murder', 'Joseon Dynasty', '(Vote or add tags)']",7.7
Forecasting Love and Weather,2022,16,15+,"['Park Min Young', 'Song Kang', 'Yoon Park', 'Yura', 'Kim  Mi Kyung', 'Jung Woon Sun']","jTBC,  Netflix","['Romance', 'Drama', 'Melodrama']","['Weather Forecaster', 'Office Romance', 'Older Woman/Younger Man', 'Teamwork', 'Secret Relationship', 'Slight Comedy', 'Fast Paced Romance', 'Mother-Daughter Relationship', 'Cold Female Lead', 'Boss-Employee Relationship', '(Vote or add tags)']",7.7
Tempted,2018,32,15+,"['Woo Do Hwan', 'Joy', 'Moon Ga Young', 'Kim Min Jae', 'Jeon Mi Seon', 'Shin Sung Woo']",MBC,"['Romance', 'Youth', 'Drama', 'Melodrama']","['Rich Male Lead', 'Bad Man/Good Woman', 'Love Triangle', 'Friendship', 'Hardworking Female Lead', 'Second Chance', 'Revenge', 'Naive Female Lead', 'Betrayal', 'Heir', '(Vote or add tags)']",7.7
Woori The Virgin,2022,14,15+,"['Im Soo Hyang', 'Sung Hoon', 'Shin Dong Wook', 'Hong Eun Hee', 'Yun Woon Kyung', 'Joo Jin Mo']",SBS,"['Comedy', 'Romance', 'Drama', 'Melodrama']","['Pregnancy', 'Independent Female Lead', 'Grandma-Granddaughter Relationship', 'Unexpected Pregnancy', 'Remake', 'Mother-Daughter Relationship', 'Rich Male Lead', 'Screenwriter Female Lead', 'Father-Daughter Relationship', 'Love Triangle', '(Vote or add tags)']",7.5
The Goddess of Revenge,2020,16,15+,"['Kim Sa Rang', 'Yoon Hyun Min', 'Yoo  Sun', 'Jung Man Shik', 'Yoon So Yi', 'Jung Eui Jae']",TV Chosun,"['Mystery', 'Drama']","['Revenge', 'Heiress', 'Popular Female Lead', 'Internet Celebrity', 'Teamwork', 'Smart Male Lead', 'Mother-Son Relationship', 'Corruption', 'Strong Female Lead', 'Secondary Couple', '(Vote or add tags)']",7.7
Queen of Ambition,2013,24,15+,"['Park Soo Ae', 'Kwon Sang Woo', 'U-Know', 'Kim Sung Ryung', 'Go Joon Hee', 'Jung Ho Bin']",SBS,"['Romance', 'Drama', 'Melodrama']","['Greed', 'Antihero', 'Revenge', 'Manipulative Female Lead', 'Femme Fatale', 'Orphan Female Lead', 'Orphan Male Lead', 'Marriage Of Convenience', 'Adapted From A Manhwa', 'Abusive Parents', '(Vote or add tags)']",7.7
Still Loving You,2016,125,Not Yet Rated,"['Lee Young Eun', 'Kim Dong Jun', 'Park Ha Na', 'Choi Jung Won', 'Yang  Mi Kyung', 'Nam Neung Mi']",KBS1,"['Romance', 'Drama', 'Family', 'Melodrama']","['Older Woman/Younger Man', 'Living With In-laws', 'Rich Man/Poor Woman', '(Vote or add tags)']",7.7
Heard it Through the Grapevine,2015,30,15+,"['Yoo  Joon Sang', 'Yoo Ho Jung', 'Go Ah Sung', 'Lee Joon', 'Jang Hyun Sung', 'Yoon Bok In']",SBS,"['Comedy', 'Romance', 'Family', 'Melodrama']","['Teen Parents', 'Teen Marriage', 'Family Pressure', 'Social Commentary', 'Social Problems', 'Marriage', 'Unexpected Pregnancy', 'Teenage Pregnancy', 'Rich Man/Poor Woman', 'Rich Male Lead', '(Vote or add tags)']",7.7
Bad Papa,2018,32,13+,"['Jang Hyuk', 'Son Yeo Eun', 'Shin Eun Soo', 'Ha Joon', 'Kim Jae Kyung', 'David Lee']",MBC,"['Adventure', 'Drama', 'Family', 'Sports']","['Boxing', 'Morally Ambiguous Male Lead', 'Childhood Crush', 'Mad Dog', 'Car Accident', 'Impulsive Male Lead', 'Benevolent Father', 'Secret Crush', 'Secret', 'Second Chance Romance', '(Vote or add tags)']",7.7
IN-SEOUL,2019,15,Not Yet Rated,"['Min Do Hee', 'Jang Young Nam', 'Ryeo Un', 'Jin Ye Ju', 'Jung Eun Pyo', 'Jeong Seon Yul']","jTBC,  vLive","['School', 'Youth', 'Drama', 'Family']","['High School To College', 'Mother-Daughter Relationship', 'Slight Romance', 'Student', 'Secret Crush', 'High School', 'Web Series', 'Friendship', 'Short Length Series', 'Stubborn Female Lead', '(Vote or add tags)']",7.7
Yoo Na's Street,2014,50,15+,"['Lee Hee Joon', 'Kim Ok Bin', 'Lee Moon Shik', 'Seo Yoo Jung', 'Shin So Yool', 'Jo Hee Bong']",jTBC,"['Comedy', 'Romance', 'Crime', 'Family']","['Pickpocket', 'Strong Friendship', 'Strong Female Lead', 'Nice Male Lead', 'Slow Burn Romance', 'Sismance', 'Gangster Male Lead', 'Jack Of All Trades', 'Thief', 'Tough Female Lead', '(Vote or add tags)']",7.7
Who Are You,2013,16,Not Yet Rated,"['So Yi Hyun', 'Ok Taec Yeon', 'Kim Jae Wook', 'Kim Chang Wan', 'Noh Young Hak', 'Kim Ye Won']",tvN,"['Mystery', 'Horror', 'Romance', 'Supernatural']","['Secret', 'Ghost-seeing Female Lead', 'Older Woman/Younger Man', 'Murder', 'Amnesia', 'Ghost', 'Suspense', 'Betrayal', 'Death', 'Strong Female Lead', '(Vote or add tags)']",7.7
Delayed Justice,2020,20,15+,"['Kwon Sang Woo', 'Bae Sung Woo', 'Jung Woo Sung', 'Kim Joo Hyun', 'Jung Woong In', 'Kim Eung Soo']",SBS,"['Mystery', 'Comedy', 'Law', 'Melodrama']","['Empathic Male Lead', 'Righteous Male Lead', 'Hot-Tempered Male Lead', 'Adapted From A Novel', 'Corrupt Legal System', 'Fight For Justice', 'Smart Male Lead', 'Reporter Male Lead', 'Lawyer Male Lead', 'Warm Male Lead', '(Vote or add tags)']",7.7
Dark Hole,2021,12,15+,"['Kim Ok Bin', 'Lee Joon Hyuk', 'Park Keun Rok', 'Oh Yu Jin', 'Song Sang Eun', 'Lee Ye Bit']","OCN,  tvN","['Action', 'Thriller', 'Horror', 'Sci-Fi']","['Hallucination', 'Monsters', 'Strong Female Lead', 'Supernatural', 'Smart Male Lead', 'Survival', 'Death', 'Calm Male Lead', 'Shamanism', 'Smart Female Lead', '(Vote or add tags)']",7.7
God of War,2012,56,Not Yet Rated,"['Kim Gyu Ri', 'Park  Sang Min', 'Kim  Joo Hyuk', 'Jeong Bo Seok', 'Park Hae Soo', 'Noh Young Gook']",MBC,"['Military', 'Adventure', 'Historical', 'Drama']","['Slave Male Lead', 'Historical Fiction', 'Warlord', 'Mongol Empire', 'Yuan Dynasty', 'Goryeo Dynasty', 'War', '(Vote or add tags)']",7.7
Rose Mansion,2022,12,18+,"['Im Ji Yeon', 'Yoon Kyun Sang', 'Son Byung Ho', 'Song Ji In', 'Lee Mi Do', 'Jo Dal Hwan']",tvN,"['Thriller', 'Mystery']","['Detective Male Lead', 'Animal Death', 'Sexual Harassment', 'Secret', 'Stalking', 'Strong Male Lead', 'Missing Person', 'Disappearance', 'Sexual Content', 'Death', '(Vote or add tags)']",7.7
Moorim School,2016,16,13+,"['Lee Hyun Woo', 'Hong Bin', 'Seo Yea Ji', 'Jung Eugene', 'Shin Hyun Joon', 'Shin Sung Woo']",KBS2,"['Action', 'Romance', 'Drama', 'Supernatural']","['Bromance', 'Love Triangle', 'Magical Power', 'Strong Female Lead', 'Eccentric Female Lead', 'Singer', 'Martial Arts Fighter', 'Heir', 'Poor Female Lead', 'Blindness', '(Vote or add tags)']",7.6
Let Me Introduce Her,2018,40,15+,"['Nam Sang Mi', 'Kim Jae Won', 'Jo Hyun Jae', 'Lee Mi Sook', 'Han Da Gam', 'Lee Shi Ah']",SBS,"['Mystery', 'Psychological', 'Romance', 'Melodrama']","['Living With In-laws', 'News Presenter Male Lead', 'Psychopath Supporting Character', 'Doctor Male Lead', 'Competent Male Lead', 'Flashback To Past', 'Tough Female Lead', 'PTSD', 'Secondary Couple', 'Domestic Abuse', '(Vote or add tags)']",7.6
Top Star Yoo Baek,2018,11,15+,"['Kim Ji Suk', 'Jeon So Min', 'Lee Sang Yeob', 'Heo Jung Min', 'Lee Ah Hyun', 'Jung Eun Pyo']",tvN,"['Comedy', 'Romance', 'Drama']","['Healing', 'Celebrity', 'Rich Man/Poor Woman', 'Unrequited Love', 'Grandma-Granddaughter Relationship', 'Island Setting', 'Cheerful Female Lead', 'Arrogant Male Lead', 'Benevolent Father', 'Paparazzi', '(Vote or add tags)']",7.6
Melting Me Softly,2019,16,15+,"['Ji Chang Wook', 'Won Jin Ah', 'Yoon Se Ah', 'Im Won Hee', 'Shim Hyung Tak', 'Kim Won Hae']",tvN,"['Mystery', 'Comedy', 'Romance', 'Sci-Fi']","['Eccentric Female Lead', 'Steamy Kiss', 'Strong Female Lead', 'Illness', 'Successful Male Lead', 'Calm Male Lead', 'Boss-Employee Relationship', 'Smart Male Lead', 'Misunderstanding', 'Hardworking Female Lead', '(Vote or add tags)']",7.6
Cheo Yong,2014,10,Not Yet Rated,"['Oh Ji Ho', 'Oh Ji Eun', 'Jeon Hyo Sung', 'Yoo Seung Mok', 'Yeon Je Wook', 'Yoo Min Kyu']",OCN,"['Mystery', 'Drama', 'Supernatural']","['Ghost-seeing Male Lead', 'Ghost', 'Investigation', 'Detective', 'Spirit Possession', 'Death', 'Murder', 'Attempted Murder', 'Attempted Suicide', 'Revenge', '(Vote or add tags)']",7.6
Last Minute Romance,2017,10,15+,"['Han Seung Yeon', 'Lee Seo Won', 'Oh Hee Joon', 'Kian84', 'Im Ho Joon']","jTBC,  Naver TV Cast","['Comedy', 'Romance', 'Drama']","['Terminal Illness', 'Contract Relationship', 'Doppelganger', 'Cancer', 'Impersonation', 'Fake Relationship', 'Web Series', 'Poor Male Lead', 'Mistaken Identity', 'Boss-Employee Relationship', '(Vote or add tags)']",7.6
My Secret Romance,2017,13,15+,"['Sung Hoon', 'Song Ji Eun', 'Kim Jae Young', 'Jung Da Sol', 'Lee Hae In', 'Baek Seung Heon']",OCN,"['Comedy', 'Romance', 'Life', 'Drama']","['One-night Stand', 'Steamy Kiss', 'Nutritionist', 'Rich Man/Poor Woman', 'Heir', 'Adapted From A Web Novel', 'Boss-Employee Relationship', 'Fast Paced Romance', 'Rich Male Lead', 'Cooking', '(Vote or add tags)']",7.6
Ex-Girlfriend Club,2015,12,Not Yet Rated,"['Byun Yo Han', 'Song Ji Hyo', 'Lee Yoon Ji', 'Jang Ji Eun', 'Ryu Hwa Young', 'Do Sang Woo']",tvN,"['Comedy', 'Romance', 'Drama']","['Second Chance', 'Love Triangle', 'Hardworking Female Lead', 'Writer Male Lead', 'Childish Male Lead', 'Misunderstanding', 'Harem', '(Vote or add tags)']",7.6
Sunny Again Tomorrow,2018,121,15+,"['Seol In Ah', 'Jin Joo Hyung', 'Ha Seung Ri', 'Lee Chang Wook', 'Yoon Bok In', 'Yoo Hyun Joo']",KBS1,"['Romance', 'Drama', 'Family']","['Mother-Daughter Relationship', 'Family Secret', 'Cold Man/Warm Woman', 'Hardworking Female Lead', 'Adopted Child', 'Male Chases Female First', 'Disapproving Family', 'Fashion Industry', 'Soap Opera', 'Enemies To Lovers', '(Vote or add tags)']",7.6
Love Rain,2012,20,15+,"['Jang Geun Suk', 'Im Yoon Ah', 'Kim Shi Hoo', 'Lee Mi Sook', 'Kwon In Ha', 'Yoo Hye Ri']",KBS2,"['Romance', 'Drama', 'Family', 'Melodrama']","['Forbidden Love', 'First Love', 'Obsession', 'Love Triangle', 'Photography', 'Love At First Sight', 'Generation Gap', 'Lovers Reunited', 'Gardener', 'Single Mother', '(Vote or add tags)']",7.6
Fantastic,2016,16,15+,"['Kim Hyun Joo', 'Joo Sang Wook', 'Park Shi Yeon', 'Kim Ji Soo', 'Kim Tae Hoon', 'Jo Jae Yoon']",jTBC,"['Comedy', 'Romance', 'Drama', 'Medical']","['Famous Lead/Common Lead', 'Terminal Illness', 'Bromance', 'Cheerful Male Lead', 'Second Chance Romance', 'Older Woman/Younger Man', 'Strong Female Lead', 'Multiple Couples', 'Character Development', 'Love Triangle', '(Vote or add tags)']",7.6
Seonam Girls High School Investigators,2014,14,15+,"['Jin  Ji Hee', 'Kang  Min Ah', 'Lee Hye Ri', 'Stephanie Lee', 'Lee Min Ji', 'Kim Min Joon']",jTBC,"['Mystery', 'Life', 'Youth', 'Drama']","['High School', 'Investigation', 'Sismance', 'School Bullying', 'Family Pressure', 'Female Centered Plot', 'Black Comedy', 'Death', 'Mean Mother', 'Transfer Student', '(Vote or add tags)']",7.6
Hi! School - Love On,2014,20,15+,"['Kim Sae Ron', 'Nam Woo Hyun', 'Lee Sung Yeol', 'Choi Soo Rin', 'Kim Min Seok', 'Jo Yeon Woo']",KBS2,"['Romance', 'School', 'Youth', 'Fantasy']","['High School', 'Love Triangle', 'Cohabitation', 'Naive Female Lead', 'Angel Female Lead', 'Age Gap [Drama Life]', 'Age Gap [Real Life]', 'Raised By Grandmother', 'Grandma-Grandson Relationship', 'Child Abandonment', '(Vote or add tags)']",7.6
The Promise,2016,102,15+,"['Seo Joon Young', 'Lee Yoo Ri', 'Song Jong Ho', 'Park Ha Na', 'Lee Jong Won', 'Yoon Bok In']",KBS2,"['Romance', 'Family', 'Melodrama']","['Soap Opera', 'Unexpected Pregnancy', 'Betrayal', 'Separation At Birth', 'Miscarriage', 'Birth Secret', 'Revenge', 'Twins', 'Marriage', '(Vote or add tags)']",7.6
Discovery of Romance,2014,16,15+,"['Jung Yu Mi', 'Eric Mun', 'Sung Joon', 'Yoon Jin Yi', 'Yoon Hyun Min', 'Kim Seul Gi']",KBS2,"['Comedy', 'Romance', 'Drama']","['Love Triangle', 'Misunderstanding', 'Second Chance', 'Flashback To Past', 'Ex-Boyfriend Comes Back', 'Secret Relationship', 'Cheating', 'Childhood Friends', 'Friendship', '(Vote or add tags)']",7.6
Beyond the Clouds,2014,16,15+,"['Yoon Kye Sang', 'Han Ji Hye', 'Jo Jin Woong', 'Kim Yoo Ri', 'Lee Jae Won', 'Kim Yoon Sung']",KBS2,"['Thriller', 'Romance', 'Crime', 'Drama']","['Wrongfully Accused', 'Forbidden Love', 'Revenge', 'Ex-convict', 'Rich Female Lead', 'Nice Female Lead', 'Poor Male Lead', 'Swindler Male Lead', 'Secretary Supporting Character', 'Melodrama', '(Vote or add tags)']",7.6
A Pledge to God,2018,48,15+,"['Han Chae Young', 'Bae Soo Bin', 'Oh Yoon Ah', 'Lee Chun Hee', 'Wang Seok Hyun', 'Kim Dong Yoon']",MBC,"['Romance', 'Life', 'Family', 'Melodrama']","['Hardship', ""Brothers' Relationship"", 'Punishment', 'Hatred', 'Break Up', 'Nice Female Lead', 'Mistake', 'Grandma-Grandson Relationship', 'Repentance', 'Chairman', '(Vote or add tags)']",7.6
"Meow, the Secret Boy",2020,24,15+,"['Kim Myung Soo', 'Shin Ye Eun', 'Seo Ji Hoon', 'Yoon Ye Joo', 'Kang Hoon', 'Ahn Nae Sang']",KBS2,"['Comedy', 'Romance', 'Drama', 'Fantasy']","['Cat', 'Cohabitation', 'Nice Male Lead', 'Innocent Male Lead', 'Love Triangle', 'Double Identity', 'Transformation', 'Calm Male Lead', 'Hidden Identity', 'Eccentric Male Lead', '(Vote or add tags)']",7.6
Legal High,2019,16,15+,"['Jin Goo', 'Seo Eun Soo', 'Yoon Park', 'Chae Jung An', 'Jung Sang Hoon', 'Lee Soon Jae']","jTBC,  Viki","['Mystery', 'Comedy', 'Law', 'Drama']","['Eccentric Male Lead', 'Strong Female Lead', 'Sismance', 'Courtroom', 'Law Firm', 'Satire', 'Greed', 'Mentor', 'Slight Romance', 'Eccentric Female Lead', '(Vote or add tags)']",7.6
The Spring Day of My Life,2014,16,15+,"['Kam Woo Sung', 'Choi Soo Young', 'Lee Joon Hyuk', 'Jang Shin Young', 'Shim Hye Jin', 'Kwon Hae Hyo']",MBC,"['Romance', 'Family', 'Melodrama']","['Older Man/Younger Woman', 'Single Father', 'Rich Male Lead', 'Love Triangle', 'Rich Female Lead', 'Fate', 'Nice Female Lead', 'Organ Transplantation', 'Illness', 'Nice Male Lead', '(Vote or add tags)']",7.6
All About My Romance,2013,16,15+,"['Shin Ha Kyun', 'Lee Min Jung', 'Park Hee Soon', 'Han Chae Ah', 'Min Ji Ah', 'Gong Hyung Jin']",SBS,"['Comedy', 'Romance', 'Political']","['Hidden Relationship', 'Forbidden Love', 'Secret Relationship', 'Male Chases Female First', 'Enemies To Lovers', 'Eccentric Male Lead', 'Love Square', 'Unrequited Love', 'Love/Hate Relationship', 'Blackmail', '(Vote or add tags)']",7.6
My Husband Oh Jak Doo,2018,24,15+,"['Kim Kang Woo', 'Uee', 'Jung Sang Hoon', 'Han Sun Hwa', 'Jung  Soo Young', 'Park Min Ji']",MBC,"['Comedy', 'Romance', 'Drama', 'Melodrama']","['Trauma', 'Strong Male Lead', 'Contract Relationship', 'Family Pressure', 'Naive Male Lead', 'Marriage', 'Strong Female Lead', 'Countryside Setting', 'Rural Life', 'Bromance', '(Vote or add tags)']",7.6
The Undateables,2018,32,15+,"['Namkoong Min', 'Hwang Jung Eum', 'Choi  Tae Joon', 'Lee  Joo Yeon', 'Jung Moon Sung', 'Oh Yoon Ah']",SBS,"['Comedy', 'Romance', 'Life', 'Drama']","['Smart Male Lead', 'Matchmaking', 'Jealousy', 'Aquaphobia', 'Mean Male Lead', 'Heartbreak', 'Seaside Setting', 'Arrogant Male Lead', 'Family Conflict', 'Steamy Kiss', '(Vote or add tags)']",7.6
Super Daddy Yeol,2015,16,Not Yet Rated,"['Lee Dong Gun', 'Lee Yoo Ri', 'Lee Re', 'Seo Joon Young', 'Seo Yea Ji', 'Lee  Han Wi']",tvN,"['Comedy', 'Romance', 'Drama', 'Medical']","['Bickering Couple', 'Mother-Daughter Relationship', 'Father-Daughter Relationship', 'Miscommunication', 'Baseball', 'Terminal Illness', 'First Love', 'Single Female Lead', 'Workplace Abuse', 'Secondary Couple', '(Vote or add tags)']",7.6
Flower Boy Next Door,2013,16,15+,"['Park Shin Hye', 'Yoon Shi Yoon', 'Kim Ji Hoon', 'Park Soo Jin', 'Go Kyung Pyo', 'Kim Yoon Hye']",tvN,"['Comedy', 'Romance', 'Drama']","['Unrequited Love', 'Love Triangle', 'Celebrity', 'Eccentric Male Lead', 'Nice Male Lead', 'Adapted From A Webtoon', 'Childish Male Lead', 'Shy Female Lead', 'Creative Director Male Lead', 'Manhwa Artist Male Lead', '(Vote or add tags)']",7.6
Hush,2020,16,15+,"['Hwang Jung Min', 'Im Yoon Ah', 'Son Byung Ho', 'Yoo  Sun', 'Kim Won Hae', 'Park Ho San']","iQiyi,  jTBC","['Mystery', 'Business', 'Comedy', 'Life']","['Journalism', 'Corruption', 'Investigation', 'Injustice', 'Hardworking Male Lead', 'Hardworking Female Lead', 'Workplace', 'Adapted From A Novel', 'Teamwork', 'Office Worker', '(Vote or add tags)']",7.6
Radio Romance,2018,16,15+,"['Kim So Hyun', 'Yoon Doo Joon', 'Yoon Park', 'Yura', 'Lee Re', 'Kwak Dong Yeon']",KBS2,"['Business', 'Comedy', 'Romance']","['Possessive Male Lead', 'Male Chases Female First', 'Famous Lead/Common Lead', 'Selfish Mother', 'Weak Female Lead', 'Mother-Daughter Relationship', 'First Love', 'Cold Man/Warm Woman', 'Love Triangle', 'Obsessive Male Lead', '(Vote or add tags)']",7.6
Reunited Worlds,2017,40,15+,"['Yeo Jin Goo', 'Lee Yun Hee', 'Ahn Jae Hyun', 'Shin Soo Ho', 'Lee Si Eon', 'Kim Jin Woo']",SBS,"['Romance', 'Drama', 'Melodrama', 'Supernatural']","['Supernatural Power', 'Reincarnation', 'Older Woman/Younger Man', 'Superhuman Strength', 'Love Triangle', 'Deception', 'Comedy', '(Vote or add tags)']",7.6
"Bad Thief, Good Thief",2017,50,15+,"['Ji Hyun Woo', 'Seo Hyun', 'Kim Ji Hoon', 'Im Ju Eun', 'Ahn Kil Kang', 'Jung Kyung Soon']",MBC,"['Thriller', 'Comedy', 'Law', 'Romance']","['Thief', 'Policewoman', 'Corruption', 'Lawyer Supporting Character', ""Brothers' Relationship"", 'Country Manipulation', 'Detective', 'Family', 'Crime', 'Suspense', '(Vote or add tags)']",7.6
Rugal,2020,16,15+,"['Choi Jin Hyuk', 'Park Sung Woong', 'Jo Dong Hyuk', 'Jung Hye In', 'Kim Min Sang', 'Park Sun Ho']","Netflix,  OCN","['Action', 'Thriller', 'Crime', 'Sci-Fi']","['Power Struggle', 'Human Experimentation', 'Hot-Tempered Male Lead', 'Adapted From A Webtoon', 'Biotechnology', 'Skilled Killer', 'Revenge', 'Strong Male Lead', 'Wrongfully Accused', 'Bromance', '(Vote or add tags)']",7.6
